정류소아이디,모바일아이디,정류소명,영문명,시도,구군,동,경도,위도,경유노선수,경유노선
7021020100,20651,신암공원,Sinam Park,대구광역시,동구,신암4동,128.6236474,35.89162968,4,323+413+836+순환3
7021020200,2097,영진고등학교앞,Yeungjin High School,대구광역시,북구,복현2동,128.6213383,35.89290667,9,323-1+410-1+413+719+836+937+북구1+북구2+순환3-1
7021020300,2101,영진고등학교건너,Yeungjin High School,대구광역시,북구,복현1동,128.620015,35.89351,7,323+410+413+836+937+북구2+순환3
7021020400,2098,영진전문대학교후문앞,Yeungjin University,대구광역시,북구,복현2동,128.6187185,35.8948069,9,323-1+410-1+413+719+836+937+북구1+북구2+순환3-1
7021020500,328,영진전문대학교후문건너,Yeungjin University,대구광역시,북구,복현1동,128.6180844,35.89499703,9,323+410+413+719+836+937+북구1+북구2+순환3
7021020600,327,복현오거리1,Bokhyeon (5) Junction,대구광역시,북구,복현1동,128.6156167,35.897,9,323+410+413+719+836+937+북구1+북구2+순환3
7021020700,326,신세계병원건너,Shinsegae hospital,대구광역시,북구,산격2동,128.6140883,35.89817333,9,101-1+304+323-1+623+706+836+북구1+북구2+순환3-1
7021020800,325,신세계병원앞,Shinsegae hospital,대구광역시,북구,산격3동,128.6133783,35.89813167,9,101+304+323+623+706+836+북구1+북구2+순환3
7021020900,2099,산격대우아파트앞,Sangyeok Daewoo Apts,대구광역시,북구,산격2동,128.6115467,35.89922667,9,101-1+304+323-1+623+706+836+북구1+북구2+순환3-1
7021021000,2100,산격종합시장앞,Sangyeok Market,대구광역시,북구,산격3동,128.61053,35.899385,9,101+304+323+623+706+836+북구1+북구2+순환3
7021021100,321,산격중학교앞,Sangyeok Middle School,대구광역시,북구,산격2동,128.608445,35.900955,5,623+706+북구1+북구2+순환3-1
7021021200,5154,산격중학교건너,Sangyeok Middle School,대구광역시,북구,산격4동,128.6085467,35.900605,5,623+706+북구1+북구2+순환3
7021021400,222,상수도사업본부시설관리소건너,Waterworks HQ Facilities Management Office,대구광역시,북구,산격2동,128.6026167,35.90245833,8,349+623+653+939+북구1+순환2+순환2-1+순환3-1
7021021500,2115,상수도사업본부시설관리소앞,Waterworks HQ Facilities Management Office,대구광역시,북구,산격1동,128.60307,35.90236333,3,623+북구1+순환3
7021021600,9067,대원유치원앞,Daewon Kindergarten,대구광역시,북구,산격4동,128.6067942,35.89833587,4,101-1+304+323-1+836
7021021700,9066,대원유치원건너,Daewon Kindergarten,대구광역시,북구,산격3동,128.6066631,35.8980302,4,101+304+323+836
7021021800,229,산격초등학교건너,Sangyeok Elementary School,대구광역시,북구,산격4동,128.6052517,35.895405,4,101-1+304+323-1+836
7021021900,9068,산격초등학교앞,Sangyeok Elementary School,대구광역시,북구,산격3동,128.6053062,35.89442105,4,101+304+323+836
7021022000,9069,산격4동행정복지센터앞,Sangyeok 4-dong Community Service Center,대구광역시,북구,산격4동,128.6051364,35.89313083,4,101-1+304+323-1+836
7021022100,227,산격4동행정복지센터건너,Sangyeok 4-dong Community Service Center,대구광역시,북구,산격3동,128.6052903,35.89206093,1,323
7021022200,231,경북대학교체육센터건너2,Kyungpook National University Athletic Center,대구광역시,북구,산격4동,128.6051133,35.89088317,1,323-1
7021022300,5242,경북대체육센터앞,Kyungpook National University Athletic Center,대구광역시,북구,산격3동,128.6047933,35.89015167,6,300+306+410+523+706+719
7021022400,2705,경북대학교서문건너,Kyungpook National University West Gate,대구광역시,북구,산격4동,128.6029783,35.88893,7,300+306+323-1+410-1+523+706+719
7021022500,9065,경북대학교서문앞,Kyungpook National University West Gate,대구광역시,북구,산격4동,128.6030254,35.88881765,7,300+306+323+410+523+706+719
7021022600,2118,산격청구맨션앞,Sangyeok Cheonggu Mansion,대구광역시,북구,산격4동,128.60111,35.88962667,8,300+304+323-1+403+623+706+719+순환2-1
7021022700,241,시청별관건너2,City Hall Annex,대구광역시,북구,산격4동,128.6001917,35.88997167,7,300+323+403+623+706+719+순환2
7021022800,233,실내체육관건너,Daegu Gym,대구광역시,북구,산격4동,128.6025517,35.89182833,3,101+304+836
7021022900,234,실내체육관앞,Daegu Gym,대구광역시,북구,산격4동,128.6025483,35.89182333,3,101-1+304+836
7021023000,243,CBS방송국건너,Christian Broadcasting System,대구광역시,북구,침산2동,128.5981435,35.8878349,5,300+323-1+653+706+836
7021023100,5041,CBS방송국앞,Christian Broadcasting System,대구광역시,북구,침산2동,128.5984559,35.88794162,5,300+323+653+706+836
7021023200,340,오뚜기물류센터,Ottugi Logistics Center,대구광역시,북구,산격2동,128.6077583,35.90923333,1,300
7021023300,333,엑스코앞,EXCO,대구광역시,북구,산격2동,128.6124617,35.90828,8,304+306+323+323-1+413+503+653+937
7021023400,246,동침산네거리,Dongchimsan (4) Junction,대구광역시,북구,침산2동,128.5993683,35.88653833,4,410+503+523+동구2
7021023500,9070,북구선거관리위원회건너,Buk-gu Election Commission,대구광역시,북구,대현2동,128.6020472,35.88713468,5,304+410-1+523+623+급행6
7021023600,9064,북구선거관리위원회앞,Buk-gu Election Commission,대구광역시,북구,대현1동,128.6022626,35.88734798,8,304+306+403+410+523+623+급행6+순환2-1
7021023700,248,경대교앞,Gyeongdaegyo (Bridge),대구광역시,북구,침산2동,128.6007633,35.88603833,2,304+623
7021023800,247,경대교건너,Gyeongdaegyo (Bridge),대구광역시,북구,침산2동,128.6005317,35.885625,2,304+623
7021023900,616,새동네아파트건너,Saedongne Apts,대구광역시,북구,칠성동,128.6018021,35.88061315,4,304+623+동구3+팔공1
7021024000,636,새동네아파트앞,Saedongne Apts,대구광역시,북구,칠성동,128.600845,35.88248,2,304+623
7021024100,634,칠성시장(전자상가앞),Chilseong Market,대구광역시,북구,칠성동,128.6027883,35.87856833,5,304+623+가창2+동구3+팔공1
7021024200,5134,칠성시장(전자상가건너),Chilseong Market,대구광역시,북구,칠성동,128.60296,35.87870667,4,304+623+동구3+팔공1
7021024300,639,칠성시장(농협앞),Chilseong Market,대구광역시,북구,칠성동,128.6035217,35.87718,5,가창2+동구2+동구3+북구2+팔공1
7021024400,620,칠성시장(농협건너),Chilseong Market,대구광역시,북구,칠성동,128.6035033,35.87731833,4,동구2+동구3+북구2+팔공1
7021024500,635,칠성꽃도매시장앞,Chilseong Flower Market,대구광역시,북구,칠성동,128.6012633,35.87599667,3,808+급행6+동구2
7021024600,5321,칠성시장건너,Chilseong Market,대구광역시,북구,칠성동,128.6056717,35.87484667,11,101-1+156+306+401+403+524+618+650+708+980+급행1
7021024700,5319,칠성시장앞1,Chilseong Market,대구광역시,북구,칠성동,128.6053516,35.87463208,12,101+156+306+401+403+524+618+650+708+980+가창2+급행1
7021024800,541,농협중앙회앞,Nonghyup,대구광역시,북구,대현2동,128.6072017,35.87765333,13,156+306+401+403+524+618+650+708+808+980+동구3+북구2+팔공1
7021025000,2048,강남약국건너,Gangnam Pharmacy,대구광역시,북구,대현2동,128.6107333,35.87998167,14,156+306+401+403+524+618+650+708+808+980+급행1+동구3+북구2+팔공1
7021025100,5110,동대구시장건너,Dongdaegu Market,대구광역시,북구,대현1동,128.6107133,35.882295,5,306+403+503+동구2+순환2-1
7021025300,3126,동대구시장앞,Dongdaegu Market,대구광역시,북구,대현2동,128.6092817,35.88249667,5,306+403+503+동구2+순환2
7021025400,314,대일아파트건너,Daeil Apts,대구광역시,북구,대현1동,128.60669,35.88377667,5,306+403+503+동구2+순환2-1
7021025500,5044,대일아파트앞,Daeil Apts,대구광역시,북구,대현2동,128.6059767,35.88405667,5,306+403+503+동구2+순환2
7021025700,349,경북대체육센터건너,Kyungpook National University Athletic Center,대구광역시,북구,산격3동,128.6066133,35.89115833,6,300+306+410-1+523+706+719
7021025800,2105,경북대학교북문앞,Kyungpook National University North Gate,대구광역시,북구,산격3동,128.609955,35.89293667,7,300+306+410+523+706+719+급행6
7021025900,2104,경북대학교북문건너,Kyungpook National University North Gate,대구광역시,북구,산격3동,128.6097667,35.89295667,7,300+306+410-1+523+706+719+급행6
7021026000,350,복현우체국앞,Bokhyeon Post Office,대구광역시,북구,복현1동,128.6129717,35.89572333,6,300+306+410+523+706+719
7021026100,20695,복현우체국건너,Bokhyeon Post Office,대구광역시,북구,산격3동,128.6135663,35.89648533,6,300+306+410-1+523+706+719
7021026200,5045,복현오거리2,Bokhyeon (5) Junction,대구광역시,북구,복현2동,128.615235,35.89834833,9,101+304+306+323+323-1+413+523+623+937
7021026400,20694,건영아파트건너,Kunyoung Apts,대구광역시,북구,산격2동,128.6151076,35.8994941,9,101-1+304+306+323+323-1+413+523+623+937
7021026500,702,복현대백맨션앞,Bokhyeon Daebaek  Mansion,대구광역시,북구,복현2동,128.6160733,35.901585,9,101+304+306+323+323-1+413+523+623+937
7021026600,20693,복현대백맨션건너,Bokhyeon Daebaek Mansion,대구광역시,북구,산격2동,128.6160068,35.90229282,9,101-1+304+306+323+323-1+413+523+623+937
7021026700,708,복현오거리3,Bokhyeon (5) Junction,대구광역시,북구,복현2동,128.6160983,35.89775667,1,300
7021026800,2106,북중학교앞,Buk Middle School,대구광역시,북구,복현2동,128.6201433,35.89860333,3,300+503+급행6
7021026900,709,복현장미맨션앞,Bokhyeon Jangmi Mansion,대구광역시,북구,복현2동,128.6186867,35.898465,3,300+503+급행6
7021027000,5060,명문세가APT앞,Myeong Munsega,대구광역시,북구,복현2동,128.6238178,35.89776712,4,503+719+동구2+북구1
7021027100,5135,명문세가APT건너,Myeong Munsega,대구광역시,북구,복현2동,128.6238817,35.89799833,4,503+719+동구2+북구1
7021027200,330,영진전문대학교정문앞,Yeungjin University,대구광역시,북구,복현2동,128.6239213,35.89443642,4,503+719+동구2+북구1
7021027300,329,영진전문대학교정문건너,Yeungjin University,대구광역시,북구,복현2동,128.6238017,35.89410628,4,503+719+동구2+북구1
7021027400,5153,복현서한2차아파트,Bokhyeon Seohan 2-cha Apts,대구광역시,북구,복현2동,128.6250718,35.89976558,3,101-1+719+동구2
7021027500,168,복현우방아파트,Bokhyeon Woobang Apts,대구광역시,북구,복현2동,128.6243383,35.89940333,3,101+719+동구2
7021027600,1785,칠곡2차영남타운건너,Chilgok 2-cha Yeongnam Town,대구광역시,북구,동천동,128.5619033,35.93301667,3,937+칠곡1-1+칠곡6
7021027700,1764,칠곡2차영남타운앞,Chilgok 2-cha Yeongnam Town,대구광역시,북구,동천동,128.5616133,35.93272,3,937+칠곡1+칠곡6
7021027800,1773,칠곡3차화성타운3,Chilgok 3-cha Hwaseong Town,대구광역시,북구,동천동,128.5618067,35.936595,1,726
7021027900,1766,칠곡3차화성타운1,Chilgok 3-cha Hwaseong Town,대구광역시,북구,동천동,128.5614433,35.93660667,1,726
7021028000,311,대구우편집중국(동편),Daegu Mail Center,대구광역시,북구,산격2동,128.6155449,35.91093157,1,300
7021028100,9207,동원약품,Dongwon Pharmaceutical Company,대구광역시,북구,산격2동,128.6169377,35.90889998,8,304+306+323+323-1+413+503+653+937
7021028200,9028,성화여고건너,Seonghwa Girls' High School,대구광역시,북구,복현2동,128.6182273,35.90228388,4,101+300+503+북구1
7021028300,9027,성화여고앞,Seonghwa Girls' High School,대구광역시,북구,복현2동,128.618371,35.90194225,4,101-1+300+503+북구1
7021028400,400,경명여고앞,Kyeongmyeong Girls' High School,대구광역시,북구,칠성동,128.5987817,35.87889667,3,304+623+북구2
7021028500,150,경명여고건너,Kyeongmyeong Girls' High School,대구광역시,북구,칠성동,128.6005233,35.87867833,3,304+623+북구2
7021028700,9206,무태네거리(시외방향),Mutae (4) Junction ,대구광역시,북구,무태조야동,128.5996377,35.9157701,6,503+706+937+939+급행2+북구2
7021028800,9204,무태네거리(시내방향),Mutae (4) Junction ,대구광역시,북구,무태조야동,128.599346,35.91521553,6,503+706+937+939+급행2+북구2
7021028900,21848,무태조야동행정복지센터앞2,Mutaejoya-dong Community Service Center,대구광역시,북구,무태조야동,128.599195,35.92200252,2,706+급행2
7021029000,5155,무태조야동행정복지센터건너2,Mutaejoya-dong Community Service Center,대구광역시,북구,무태조야동,128.5996328,35.92141618,3,706+937+급행2
7021029200,21853,무태조야동연경분소1,Yeongyeong branch office 1,대구광역시,북구,무태조야동,128.6187883,35.94212,3,급행6+동구8+북구2
7021029300,707,복현현대맨션앞,Bokhyeon Hyundai Mansion,대구광역시,북구,복현2동,128.6177017,35.89972833,1,503
7021029400,706,복현현대맨션건너,Bokhyeon Hyundai Mansion,대구광역시,북구,복현2동,128.6178033,35.89977833,1,503
7021029500,148,칠성시장역(서문프라자앞),Chilseong Market Station,대구광역시,북구,칠성동,128.6051017,35.87609167,7,808+가창2+동구2+동구3+북구2+북구3+팔공1
7021029600,136,칠성시장역(서문프라자건너),Chilseong Market Station,대구광역시,북구,칠성동,128.605155,35.87614667,6,808+동구2+동구3+북구2+북구3+팔공1
7021029700,5156,노곡동,Nogok-dong,대구광역시,북구,관문동,128.5633717,35.90566333,2,북구3+칠곡2
7021029800,269,조야동(종점),Joya-dong,대구광역시,북구,무태조야동,128.5766433,35.91080833,2,356+403
7021029900,223,연암네거리3,Yeonam (4) Junction,대구광역시,북구,산격2동,128.598985,35.90218833,6,349+623+653+939+순환2+순환2-1
7021030000,557,보성기계건너,Boseong Machinery,대구광역시,북구,노원3동,128.568515,35.89799,2,북구3+칠곡2
7021030100,556,보성기계앞,Boseong Machinery,대구광역시,북구,노원3동,128.5681933,35.898345,2,북구3+칠곡2
7021030200,1975,한국로봇산업진흥원후문앞,Korea Institute For Robot Industry Advancement,대구광역시,북구,노원3동,128.5707256,35.89532378,2,북구3+칠곡2
7021030300,554,한국로봇산업진흥원후문건너,Korea Institute For Robot Industry Advancement,대구광역시,북구,노원3동,128.5707036,35.89559072,2,북구3+칠곡2
7021030400,142,고성아파트건너,Goseong Apts,대구광역시,북구,고성동,128.5819517,35.879845,1,북구3
7021030500,141,고성아파트앞,Goseong Apts,대구광역시,북구,고성동,128.5818233,35.879995,1,북구3
7021030600,140,시민교회앞,Simin Church,대구광역시,북구,고성동,128.5863933,35.87939,1,북구3
7021030700,143,시민교회건너,Simin Church,대구광역시,북구,고성동,128.5856483,35.87938333,1,북구3
7021030800,138,대구역서희스타힐스앞,Daegu Station Seohee Starhills,대구광역시,북구,칠성동,128.5897919,35.87883547,1,북구3
7021030900,137,대구소방본부건너,Daegu Fire Department,대구광역시,북구,칠성동,128.5929467,35.87823667,1,북구3
7021031000,146,도시철도대구역,Daegu Station,대구광역시,북구,칠성동,128.5968767,35.87730333,1,북구3
7021031100,20480,홈플러스칠곡점앞,Homeplus Chilgok Branch,대구광역시,북구,동천동,128.5561214,35.94547083,7,706+730+북구1+칠곡1+칠곡2+칠곡4+칠곡5
7021031200,1456,칠곡네스빌,Chilgok Nes Ville,대구광역시,북구,동천동,128.558735,35.94567333,1,북구1
7021031300,1457,동화골든빌(북편),Donghwa Golden Ville,대구광역시,북구,동천동,128.56216,35.94624333,1,북구1
7021031600,2371,홈플러스칠곡점건너,Homeplus Chilgok Branch,대구광역시,북구,동천동,128.556235,35.94569167,7,706+730+북구1+칠곡1-1+칠곡2+칠곡4+칠곡5
7021031700,20677,칠곡주공그린빌1단지건너,Chilgok Jugong Green Ville Apts 1,대구광역시,북구,동천동,128.5775128,35.94976433,3,706+칠곡1-1+칠곡5
7021031800,1568,칠곡주공그린빌1단지앞,Chilgok Jugong Green Ville Apts 1,대구광역시,북구,동천동,128.5773467,35.94944667,4,706+북구1+칠곡1+칠곡5
7021031900,1767,동천역1,Dongcheon Station,대구광역시,북구,동천동,128.557385,35.937235,1,칠곡1
7021032000,1765,동천역2,Dongcheon Station,대구광역시,북구,동천동,128.5576717,35.93703883,1,칠곡1-1
7021032100,20486,거동교1,Geodonggyo (Bridge),대구광역시,북구,읍내동,128.5526243,35.94686662,6,706+730+북구1+칠곡2+칠곡4+칠곡5
7021032200,20680,거동교2,Geodonggyo (Bridge),대구광역시,북구,읍내동,128.5533575,35.94691425,6,706+730+북구1+칠곡2+칠곡4+칠곡5
7021032300,20678,보병50사단앞,Infantry 50th Army Division,대구광역시,북구,동천동,128.5738728,35.94755842,3,706+칠곡1-1+칠곡5
7021032400,1566,보병50사단건너,Infantry 50th Army Division,대구광역시,북구,동천동,128.574655,35.94782833,4,706+북구1+칠곡1+칠곡5
7021032500,9215,칠곡그린빌2차앞,Chilgok Green Ville 2-cha,대구광역시,북구,구암동,128.5664701,35.94263382,6,706+726+급행2+급행7+칠곡2+칠곡4
7021032700,345,중소기업관앞,Small and Medium Businesses Hall,대구광역시,북구,산격2동,128.6165817,35.90784,2,순환2+순환2-1
7021032800,334,한국패션센터,Fashion Center Korea,대구광역시,북구,산격2동,128.6122083,35.905425,2,순환2+순환2-1
7021032900,9347,산업용재관,Industrial Material Complex,대구광역시,북구,산격2동,128.6055642,35.9051353,6,349+503+653+937+순환2+순환2-1
7021033000,1570,도남동(종점),Donam-dong,대구광역시,북구,동천동,128.5887733,35.969155,1,칠곡5
7021033100,9205,산격거평타운건너,Sangyeok Geopyeong Town,대구광역시,북구,산격2동,128.6027399,35.90481965,3,706+939+북구2
7021033200,202,산격거평타운앞,Sangyeok Geopyeong Town,대구광역시,북구,산격2동,128.60291,35.905005,5,503+706+937+939+북구2
7021033300,1577,이곡양수장건너,Igok Yangsujang,대구광역시,북구,무태조야동,128.6039267,35.93229833,3,503+동구9+북구2
7021033400,1576,이곡양수장앞,Igok Yangsujang,대구광역시,북구,무태조야동,128.6037067,35.932285,3,503+동구9+북구2
7021033500,21847,동서변리벤빌,DongSeobyeon Rivenville,대구광역시,북구,무태조야동,128.598898,35.92551347,4,706+937+급행2+동구9
7021033600,20676,유니버시아드레포츠센터건너,Universiade Leports Center,대구광역시,북구,무태조야동,128.5991617,35.928355,5,706+937+939+급행2+동구9
7021033700,21850,무태조야동행정복지센터앞1,Mutaejoya-dong Community Service Center,대구광역시,북구,무태조야동,128.5970151,35.92117063,3,503+939+북구2
7021033800,21851,무태조야동행정복지센터건너1,Mutaejoya-dong Community Service Center,대구광역시,북구,무태조야동,128.5976866,35.92104137,4,503+706+939+북구2
7021033900,20674,동서리치모아앞,Dongseo Richmoa Apts,대구광역시,북구,무태조야동,128.5967651,35.9231176,3,503+939+북구2
7021034000,215,동서리치모아건너,Dongseo Richmoa Apts,대구광역시,북구,무태조야동,128.5966133,35.92308645,3,503+939+북구2
7021034100,20675,서변동영남네오빌앞,Seobyeon-dong Yeongnam Neovill,대구광역시,북구,무태조야동,128.5969592,35.92700985,3,503+939+북구2
7021034200,1574,서변동영남네오빌건너,Seobyeon-dong Yeongnam Neovill,대구광역시,북구,무태조야동,128.5967967,35.92707333,3,503+939+북구2
7021034300,21846,동서교회건너,Dongseo Church,대구광역시,북구,무태조야동,128.6012204,35.92107178,4,503+937+939+북구2
7021034400,21845,동서교회앞,Dongseo Church,대구광역시,북구,무태조야동,128.6012168,35.9211925,4,503+937+939+북구2
7021034500,209,무태새마을금고앞,Mutae Community Credit Cooperative,대구광역시,북구,무태조야동,128.6036117,35.92039667,4,503+937+939+북구2
7021034600,208,무태새마을금고건너,Mutae Community Credit Cooperative,대구광역시,북구,무태조야동,128.6035867,35.920455,4,503+937+939+북구2
7021034700,21844,동변주공그린빌앞,Dongbyeon Jugong Green Ville,대구광역시,북구,무태조야동,128.6036292,35.91796802,4,503+937+939+북구2
7021034800,206,동변주공그린빌건너,Dongbyeon Jugong Green Ville,대구광역시,북구,무태조야동,128.60374,35.91798833,4,503+937+939+북구2
7021034900,21843,유니버시아드선수촌2단지건너,Universityersiade Seonsuchon Apts 2,대구광역시,북구,무태조야동,128.6025631,35.91668537,4,503+937+939+북구2
7021035000,21842,유니버시아드선수촌2단지앞,Universityersiade Seonsuchon Apts 2,대구광역시,북구,무태조야동,128.6027523,35.91656952,4,503+937+939+북구2
7021035100,1246,매천수산시장앞,Maecheon Fish Market,대구광역시,북구,관문동,128.5415233,35.90104333,4,7250+730+급행7+칠곡2
7021035200,1241,매천수산시장건너,Maecheon Fish Market,대구광역시,북구,관문동,128.5419983,35.90058167,2,730+칠곡2
7021035300,1245,팔달중학교건너,Paldal Middle School,대구광역시,북구,관문동,128.5442117,35.89841667,2,730+칠곡2
7021035400,1044,팔달중학교앞,Paldal Middle School,대구광역시,북구,관문동,128.5442533,35.89847333,2,730+칠곡2
7021035500,20702,매천성당건너2,Maecheon Catholic Church,대구광역시,북구,관문동,128.54179,35.90715667,4,730+750+북구1+칠곡2
7021035600,1233,매천성당앞,Maecheon Catholic Church,대구광역시,북구,관문동,128.541755,35.90857667,5,7250+730+750+북구1+칠곡2
7021035900,1247,태전중석타운,Taejeon Jungseok Town,대구광역시,북구,태전2동,128.5448517,35.91363,4,7250+730+북구1+칠곡4
7021036000,1043,메트로시티건너,Metrocity,대구광역시,북구,태전2동,128.5471933,35.91350833,4,730+750+북구1+칠곡4
7021036100,1248,메트로시티앞,Metrocity,대구광역시,북구,태전2동,128.5475883,35.91365,4,7250+730+북구1+칠곡4
7021036200,9289,두성파크아파트건너,Duseong Park Apts,대구광역시,북구,태전2동,128.5483498,35.9156689,14,200+250+250-1+300 +527+708+719+724+7250+726+730+750+칠곡4+칠곡6
7021036300,1800,태현초등학교앞,Taehyeon Elementary School,대구광역시,북구,태전1동,128.5420317,35.92755833,5,200+250+250-1+724+750
7021036400,1875,연경5,Yeongyeong 5,대구광역시,북구,무태조야동,128.6107183,35.93914667,3,503+동구9+북구2
7021036500,1758,칠곡한신아파트건너,Chilgok Hansin Apts,대구광역시,북구,태전1동,128.54448,35.93295833,3,칠곡1+칠곡2+칠곡4
7021036600,9258,칠곡한신아파트앞2,Chilgok Hansin Apts,대구광역시,북구,태전1동,128.5443786,35.93272397,3,칠곡1-1+칠곡2+칠곡4
7021036800,1333,운암지공원1,Unamji Park,대구광역시,북구,구암동,128.56339,35.93151,1,939
7021036900,5220,부영7단지앞,Buyeong Apts 7,대구광역시,북구,구암동,128.5660583,35.93415,1,939
7021037000,1341,부영7단지건너,Buyeong Apts 7,대구광역시,북구,구암동,128.56623,35.93427833,1,939
7021037100,1334,그린빌4단지건너,Green Ville Apts 4,대구광역시,북구,구암동,128.5683367,35.938525,2,939+칠곡1-1
7021037200,1339,그린빌4단지앞,Green Ville Apts 4,대구광역시,북구,구암동,128.5675533,35.93766167,2,939+칠곡1
7021037300,1551,그린빌4단지,Green Ville Apts 4,대구광역시,북구,구암동,128.5653358,35.93660308,2,726+급행7
7021037500,1343,운암초등학교앞,Unam Elementary School,대구광역시,북구,구암동,128.5646783,35.93623667,2,급행2+칠곡1-1
7021037600,9033,운암초등학교건너,Unam Elementary School,대구광역시,북구,구암동,128.5647289,35.93629028,4,726+급행2+급행7+칠곡1
7021037700,5327,화성센트럴파크,Hwaseong Central Park,대구광역시,북구,동천동,128.5620817,35.93506667,3,937+칠곡1+칠곡6
7021037800,1344,부영3단지,Buyeong Apts 3,대구광역시,북구,구암동,128.5628098,35.93792722,3,937+급행2+칠곡6
7021038000,1350,칠곡3차화성타운2,Chilgok 3-cha Hwaseong Town,대구광역시,북구,동천동,128.5626783,35.93856833,3,937+급행2+칠곡6
7021038100,9297,칠곡그린파크1,Chilgok Green Park,대구광역시,북구,동천동,128.563641,35.94350405,5,706+937+칠곡1-1+칠곡2+칠곡6
7021038200,1346,칠곡부영1단지,Chilgok Buyeong Apts 1,대구광역시,북구,동천동,128.5642817,35.94557667,8,726+730+급행2+급행7+칠곡1+칠곡1-1+칠곡4+칠곡6
7021038300,1347,동화골든빌(동편),Donghwa Golden Ville,대구광역시,북구,동천동,128.5639833,35.94502667,8,726+730+급행2+급행7+칠곡1+칠곡1-1+칠곡4+칠곡6
7021038400,5326,동화골든빌(남편),Donghwa Golden Ville,대구광역시,북구,동천동,128.5617983,35.94452,8,706+730+동구9+북구1+칠곡1+칠곡1-1+칠곡2+칠곡5
7021038500,1348,동화골든빌건너(남편),Donghwa Golden Ville,대구광역시,북구,동천동,128.56246,35.94429333,7,706+730+동구9+칠곡1+칠곡1-1+칠곡2+칠곡5
7021038600,1560,강북경찰서건너,Gangbuk Police Station,대구광역시,북구,동천동,128.5654267,35.94409,6,726+937+동구9+칠곡1-1+칠곡4+칠곡5
7021038700,9288,강북경찰서앞,Gangbuk Police Station,대구광역시,북구,구암동,128.5654424,35.94382483,6,726+937+동구9+칠곡1+칠곡4+칠곡5
7021038800,5158,칠곡그린빌3차건너,Chilgok Green Ville 3-cha,대구광역시,북구,구암동,128.564825,35.94145667,5,706+급행2+북구1+칠곡2+칠곡4
7021038900,1555,칠곡그린빌3차앞,Chilgok Green Ville 3-cha,대구광역시,북구,구암동,128.5647867,35.94140333,4,706+급행2+칠곡2+칠곡4
7021039000,1563,학남초등학교앞,Haknam Elementary School,대구광역시,북구,동천동,128.56656,35.94652,2,북구1+칠곡2
7021039100,1562,학남초등학교건너,Haknam Elementary School,대구광역시,북구,동천동,128.56636,35.94662833,1,칠곡2
7021039200,9216,학남고등학교앞,Haknam High School,대구광역시,북구,동천동,128.5694636,35.9467031,4,706+북구1+칠곡1+칠곡5
7021039300,20679,학남고등학교건너,Haknam High School,대구광역시,북구,동천동,128.5694747,35.94683507,3,706+칠곡1-1+칠곡5
7021039400,9217,국우동현대아파트앞,Gugu-dong Hyundai Apts,대구광역시,북구,동천동,128.5798736,35.94782405,3,706+북구1+칠곡1
7021039500,9032,북구구민운동장앞,Buk-gu Stadium,대구광역시,북구,동천동,128.5738683,35.94382438,6,937+939+급행2+동구9+북구1+칠곡1
7021039600,5161,북구구민운동장건너,Buk-gu Stadium,대구광역시,북구,구암동,128.57396,35.94363833,5,937+939+급행2+동구9+칠곡1-1
7021039700,1559,칠곡그린빌5단지앞,Chilgok Green Ville Apts 5,대구광역시,북구,동천동,128.5702567,35.94339667,3,937+동구9+북구1
7021039800,1558,칠곡그린빌5단지건너,Chilgok Green Ville Apts 5,대구광역시,북구,구암동,128.57037,35.94322167,2,937+동구9
7021039900,1338,화성그랜드앞,Hwaseong Grand,대구광역시,북구,구암동,128.5698067,35.94057167,2,939+칠곡1
7021040000,1335,화성그랜드건너,Hwaseong Grand,대구광역시,북구,구암동,128.570355,35.94086333,2,939+칠곡1-1
7021040100,2538,도남동,Donam-dong,대구광역시,북구,동천동,128.5840083,35.96147833,1,칠곡5
7021040600,1468,칠곡초등학교앞,Chilgok Elementary School,대구광역시,북구,읍내동,128.5536244,35.9439172,1,칠곡1-1
7021040700,1460,칠곡초등학교건너,Chilgok Elementary School,대구광역시,북구,읍내동,128.55367,35.94431667,1,칠곡1
7021040800,1209,칠곡서한맨션,Chilgok Seohan Mansion,대구광역시,북구,관음동,128.5444417,35.93483,1,칠곡4
7021040900,5222,한양수정아파트,Hanyang Sujeong Apts,대구광역시,북구,관음동,128.54444,35.93457667,1,칠곡4
7021041000,1208,관음공영주차장앞,Gwaneum Public Parking,대구광역시,북구,관음동,128.544435,35.93974167,1,칠곡4
7021041100,1453,관음농협앞,Gwaneum Nonghyup,대구광역시,북구,관음동,128.5444017,35.93870833,1,칠곡4
7021041200,1452,관음어린이집,Gwaneum Nursery School,대구광역시,북구,관음동,128.545095,35.94333333,1,칠곡4
7021041300,1454,관음동행정복지센터건너,Gwaneum-dong Community Service Center,대구광역시,북구,관음동,128.5468932,35.94500762,1,칠곡4
7021041400,1205,교동초등학교건너,Gyodong Elementary School,대구광역시,북구,읍내동,128.548575,35.94510648,1,칠곡4
7021041600,5031,양지마을앞,Yangji-maeul,대구광역시,북구,관음동,128.5446333,35.94617,5,706+719+724+750+937
7021041700,20705,칠곡우방타운건너(종점),Chilgok Woobang Town,대구광역시,북구,읍내동,128.5467564,35.94754145,5,706+719+724+750+937
7021042000,1791,농촌진흥원입구,Office of Rural Development,대구광역시,북구,읍내동,128.5548367,35.954535,3,300 +527+칠곡3
