"备焙喊(1)","己喊(1)","楷飞喊(1)",楷飞喊(2),2021
"辑备","拌","40 ~ 44技",44技,2031
"辑备","拌","45 ~ 49技",家拌,12150
"辑备","拌","45 ~ 49技",45技,2048
"辑备","拌","45 ~ 49技",46技,2284
"辑备","拌","45 ~ 49技",47技,2465
"辑备","拌","45 ~ 49技",48技,2705
"辑备","拌","45 ~ 49技",49技,2648
"辑备","拌","50 ~ 54技",家拌,15261
"辑备","拌","50 ~ 54技",50技,2869
"辑备","拌","50 ~ 54技",51技,2945
"辑备","拌","50 ~ 54技",52技,3213
"辑备","拌","50 ~ 54技",53技,3192
"辑备","拌","50 ~ 54技",54技,3042
"辑备","拌","55 ~ 59技",家拌,17289
"辑备","拌","55 ~ 59技",55技,3381
"辑备","拌","55 ~ 59技",56技,3428
"辑备","拌","55 ~ 59技",57技,3213
"辑备","拌","55 ~ 59技",58技,3628
"辑备","拌","55 ~ 59技",59技,3639
"辑备","拌","60 ~ 64技",家拌,17568
"辑备","拌","60 ~ 64技",60技,4029
"辑备","拌","60 ~ 64技",61技,3922
"辑备","拌","60 ~ 64技",62技,3378
"辑备","拌","60 ~ 64技",63技,3094
"辑备","拌","60 ~ 64技",64技,3145
"辑备","拌","65 ~ 69技",家拌,13883
"辑备","拌","65 ~ 69技",65技,3094
"辑备","拌","65 ~ 69技",66技,2981
"辑备","拌","65 ~ 69技",67技,2482
"辑备","拌","65 ~ 69技",68技,2668
"辑备","拌","65 ~ 69技",69技,2658
"辑备","拌","70 ~ 74技",家拌,10078
"辑备","拌","70 ~ 74技",70技,1930
"辑备","拌","70 ~ 74技",71技,2152
"辑备","拌","70 ~ 74技",72技,2187
"辑备","拌","70 ~ 74技",73技,1978
"辑备","拌","70 ~ 74技",74技,1831
"辑备","拌","75 ~ 79技",家拌,7065
"辑备","拌","75 ~ 79技",75技,1057
"辑备","拌","75 ~ 79技",76技,1364
"辑备","拌","75 ~ 79技",77技,1486
"辑备","拌","75 ~ 79技",78技,1623
"辑备","拌","75 ~ 79技",79技,1535
"辑备","拌","80 ~ 84技",家拌,4840
"辑备","拌","80 ~ 84技",80技,1192
"辑备","拌","80 ~ 84技",81技,1052
"辑备","拌","80 ~ 84技",82技,1013
"辑备","拌","80 ~ 84技",83技,842
"辑备","拌","80 ~ 84技",84技,741
"辑备","拌","85 ~ 89技",家拌,2284
"辑备","拌","85 ~ 89技",85技,674
"辑备","拌","85 ~ 89技",86技,531
"辑备","拌","85 ~ 89技",87技,443
"辑备","拌","85 ~ 89技",88技,352
"辑备","拌","85 ~ 89技",89技,284
"辑备","拌","90 ~ 94技",家拌,700
"辑备","拌","90 ~ 94技",90技,216
"辑备","拌","90 ~ 94技",91技,165
"辑备","拌","90 ~ 94技",92技,136
"辑备","拌","90 ~ 94技",93技,111
"辑备","拌","90 ~ 94技",94技,72
"辑备","拌","95技 捞惑",家拌,159
"辑备","巢磊","拌",家拌,83923
"辑备","巢磊","0 ~ 4技",家拌,1500
"辑备","巢磊","0 ~ 4技",0技,255
"辑备","巢磊","0 ~ 4技",1技,282
"辑备","巢磊","0 ~ 4技",2技,280
"辑备","巢磊","0 ~ 4技",3技,327
"辑备","巢磊","0 ~ 4技",4技,356
"辑备","巢磊","5 ~ 9技",家拌,2135
"辑备","巢磊","5 ~ 9技",5技,434
"辑备","巢磊","5 ~ 9技",6技,399
"辑备","巢磊","5 ~ 9技",7技,419
"辑备","巢磊","5 ~ 9技",8技,424
"辑备","巢磊","5 ~ 9技",9技,459
"辑备","巢磊","10 ~ 14技",家拌,2312
"辑备","巢磊","10 ~ 14技",10技,479
"辑备","巢磊","10 ~ 14技",11技,408
"辑备","巢磊","10 ~ 14技",12技,460
"辑备","巢磊","10 ~ 14技",13技,508
"辑备","巢磊","10 ~ 14技",14技,457
"辑备","巢磊","15 ~ 19技",家拌,3102
"辑备","巢磊","15 ~ 19技",15技,518
"辑备","巢磊","15 ~ 19技",16技,536
"辑备","巢磊","15 ~ 19技",17技,626
"辑备","巢磊","15 ~ 19技",18技,682
"辑备","巢磊","15 ~ 19技",19技,740
"辑备","巢磊","20 ~ 24技",家拌,5333
"辑备","巢磊","20 ~ 24技",20技,1009
"辑备","巢磊","20 ~ 24技",21技,1041
"辑备","巢磊","20 ~ 24技",22技,981
"辑备","巢磊","20 ~ 24技",23技,1105
"辑备","巢磊","20 ~ 24技",24技,1197
"辑备","巢磊","25 ~ 29技",家拌,6698
"辑备","巢磊","25 ~ 29技",25技,1286
"辑备","巢磊","25 ~ 29技",26技,1332
"辑备","巢磊","25 ~ 29技",27技,1344
"辑备","巢磊","25 ~ 29技",28技,1414
"辑备","巢磊","25 ~ 29技",29技,1322
"辑备","巢磊","30 ~ 34技",家拌,5213
"辑备","巢磊","30 ~ 34技",30技,1134
"辑备","巢磊","30 ~ 34技",31技,1136
"辑备","巢磊","30 ~ 34技",32技,1058
"辑备","巢磊","30 ~ 34技",33技,955
"辑备","巢磊","30 ~ 34技",34技,930
"辑备","巢磊","35 ~ 39技",家拌,4817
"辑备","巢磊","35 ~ 39技",35技,919
"辑备","巢磊","35 ~ 39技",36技,835
"辑备","巢磊","35 ~ 39技",37技,922
"辑备","巢磊","35 ~ 39技",38技,1052
"辑备","巢磊","35 ~ 39技",39技,1089
"辑备","巢磊","40 ~ 44技",家拌,5416
"辑备","巢磊","40 ~ 44技",40技,1114
"辑备","巢磊","40 ~ 44技",41技,1123
"辑备","巢磊","40 ~ 44技",42技,1084
"辑备","巢磊","40 ~ 44技",43技,983
"辑备","巢磊","40 ~ 44技",44技,1112
"辑备","巢磊","45 ~ 49技",家拌,6478
"辑备","巢磊","45 ~ 49技",45技,1110
"辑备","巢磊","45 ~ 49技",46技,1236
"辑备","巢磊","45 ~ 49技",47技,1328
"辑备","巢磊","45 ~ 49技",48技,1407
"辑备","巢磊","45 ~ 49技",49技,1397
"辑备","巢磊","50 ~ 54技",家拌,7665
"辑备","巢磊","50 ~ 54技",50技,1464
"辑备","巢磊","50 ~ 54技",51技,1482
"辑备","巢磊","50 ~ 54技",52技,1603
"辑备","巢磊","50 ~ 54技",53技,1607
"辑备","巢磊","50 ~ 54技",54技,1509
"辑备","巢磊","55 ~ 59技",家拌,8563
"辑备","巢磊","55 ~ 59技",55技,1678
"辑备","巢磊","55 ~ 59技",56技,1706
"辑备","巢磊","55 ~ 59技",57技,1635
"辑备","巢磊","55 ~ 59技",58技,1774
"辑备","巢磊","55 ~ 59技",59技,1770
"辑备","巢磊","60 ~ 64技",家拌,8373
"辑备","巢磊","60 ~ 64技",60技,1912
"辑备","巢磊","60 ~ 64技",61技,1870
"辑备","巢磊","60 ~ 64技",62技,1594
"辑备","巢磊","60 ~ 64技",63技,1500
"辑备","巢磊","60 ~ 64技",64技,1497
"辑备","巢磊","65 ~ 69技",家拌,6323
"辑备","巢磊","65 ~ 69技",65技,1414
"辑备","巢磊","65 ~ 69技",66技,1362
"辑备","巢磊","65 ~ 69技",67技,1145
"辑备","巢磊","65 ~ 69技",68技,1196
"辑备","巢磊","65 ~ 69技",69技,1206
"辑备","巢磊","70 ~ 74技",家拌,4530
"辑备","巢磊","70 ~ 74技",70技,866
"辑备","巢磊","70 ~ 74技",71技,1019
"辑备","巢磊","70 ~ 74技",72技,997
"辑备","巢磊","70 ~ 74技",73技,860
"辑备","巢磊","70 ~ 74技",74技,788
"辑备","巢磊","75 ~ 79技",家拌,2930
"辑备","巢磊","75 ~ 79技",75技,460
"辑备","巢磊","75 ~ 79技",76技,592
"辑备","巢磊","75 ~ 79技",77技,581
"辑备","巢磊","75 ~ 79技",78技,682
"辑备","巢磊","75 ~ 79技",79技,615
"辑备","巢磊","80 ~ 84技",家拌,1769
"辑备","巢磊","80 ~ 84技",80技,463
"辑备","巢磊","80 ~ 84技",81技,394
"辑备","巢磊","80 ~ 84技",82技,370
"辑备","巢磊","80 ~ 84技",83技,296
"辑备","巢磊","80 ~ 84技",84技,246
"辑备","巢磊","85 ~ 89技",家拌,639
"辑备","巢磊","85 ~ 89技",85技,211
"辑备","巢磊","85 ~ 89技",86技,156
"辑备","巢磊","85 ~ 89技",87技,130
"辑备","巢磊","85 ~ 89技",88技,83
"辑备","巢磊","85 ~ 89技",89技,59
"辑备","巢磊","90 ~ 94技",家拌,109
"辑备","巢磊","90 ~ 94技",90技,35
"辑备","巢磊","90 ~ 94技",91技,27
"辑备","巢磊","90 ~ 94技",92技,24
"辑备","巢磊","90 ~ 94技",93技,17
"辑备","巢磊","90 ~ 94技",94技,6
"辑备","巢磊","95技 捞惑",家拌,18
"辑备","咯磊","拌",家拌,83943
"辑备","咯磊","0 ~ 4技",家拌,1485
"辑备","咯磊","0 ~ 4技",0技,246
"辑备","咯磊","0 ~ 4技",1技,261
"辑备","咯磊","0 ~ 4技",2技,297
"辑备","咯磊","0 ~ 4技",3技,302
"辑备","咯磊","0 ~ 4技",4技,379
"辑备","咯磊","5 ~ 9技",家拌,2115
"辑备","咯磊","5 ~ 9技",5技,394
"辑备","咯磊","5 ~ 9技",6技,377
"辑备","咯磊","5 ~ 9技",7技,411
"辑备","咯磊","5 ~ 9技",8技,481
"辑备","咯磊","5 ~ 9技",9技,452
"辑备","咯磊","10 ~ 14技",家拌,2230
"辑备","咯磊","10 ~ 14技",10技,486
"辑备","咯磊","10 ~ 14技",11技,395
"辑备","咯磊","10 ~ 14技",12技,427
"辑备","咯磊","10 ~ 14技",13技,441
"辑备","咯磊","10 ~ 14技",14技,481
"辑备","咯磊","15 ~ 19技",家拌,2715
"辑备","咯磊","15 ~ 19技",15技,438
"辑备","咯磊","15 ~ 19技",16技,497
"辑备","咯磊","15 ~ 19技",17技,535
"辑备","咯磊","15 ~ 19技",18技,593
"辑备","咯磊","15 ~ 19技",19技,652
"辑备","咯磊","20 ~ 24技",家拌,4366
"辑备","咯磊","20 ~ 24技",20技,815
"辑备","咯磊","20 ~ 24技",21技,881
"辑备","咯磊","20 ~ 24技",22技,809
"辑备","咯磊","20 ~ 24技",23技,911
"辑备","咯磊","20 ~ 24技",24技,950
"辑备","咯磊","25 ~ 29技",家拌,5135
"辑备","咯磊","25 ~ 29技",25技,1056
"辑备","咯磊","25 ~ 29技",26技,1048
"辑备","咯磊","25 ~ 29技",27技,988
"辑备","咯磊","25 ~ 29技",28技,1031
"辑备","咯磊","25 ~ 29技",29技,1012
"辑备","咯磊","30 ~ 34技",家拌,3633
"辑备","咯磊","30 ~ 34技",30技,877
"辑备","咯磊","30 ~ 34技",31技,761
"辑备","咯磊","30 ~ 34技",32技,702
"辑备","咯磊","30 ~ 34技",33技,620
"辑备","咯磊","30 ~ 34技",34技,673
"辑备","咯磊","35 ~ 39技",家拌,3779
"辑备","咯磊","35 ~ 39技",35技,669
"辑备","咯磊","35 ~ 39技",36技,652
"辑备","咯磊","35 ~ 39技",37技,711
"辑备","咯磊","35 ~ 39技",38技,872
"辑备","咯磊","35 ~ 39技",39技,875
"辑备","咯磊","40 ~ 44技",家拌,4605
"辑备","咯磊","40 ~ 44技",40技,938
"辑备","咯磊","40 ~ 44技",41技,961
"辑备","咯磊","40 ~ 44技",42技,912
"辑备","咯磊","40 ~ 44技",43技,875
"辑备","咯磊","40 ~ 44技",44技,919
"辑备","咯磊","45 ~ 49技",家拌,5672
"辑备","咯磊","45 ~ 49技",45技,938
"辑备","咯磊","45 ~ 49技",46技,1048
"辑备","咯磊","45 ~ 49技",47技,1137
"辑备","咯磊","45 ~ 49技",48技,1298
"辑备","咯磊","45 ~ 49技",49技,1251
"辑备","咯磊","50 ~ 54技",家拌,7596
"辑备","咯磊","50 ~ 54技",50技,1405
"辑备","咯磊","50 ~ 54技",51技,1463
"辑备","咯磊","50 ~ 54技",52技,1610
"辑备","咯磊","50 ~ 54技",53技,1585
"辑备","咯磊","50 ~ 54技",54技,1533
"辑备","咯磊","55 ~ 59技",家拌,8726
"辑备","咯磊","55 ~ 59技",55技,1703
"辑备","咯磊","55 ~ 59技",56技,1722
"辑备","咯磊","55 ~ 59技",57技,1578
"辑备","咯磊","55 ~ 59技",58技,1854
"辑备","咯磊","55 ~ 59技",59技,1869
"辑备","咯磊","60 ~ 64技",家拌,9195
"辑备","咯磊","60 ~ 64技",60技,2117
"辑备","咯磊","60 ~ 64技",61技,2052
"辑备","咯磊","60 ~ 64技",62技,1784
"辑备","咯磊","60 ~ 64技",63技,1594
"辑备","咯磊","60 ~ 64技",64技,1648
"辑备","咯磊","65 ~ 69技",家拌,7560
"辑备","咯磊","65 ~ 69技",65技,1680
"辑备","咯磊","65 ~ 69技",66技,1619
"辑备","咯磊","65 ~ 69技",67技,1337
"辑备","咯磊","65 ~ 69技",68技,1472
"辑备","咯磊","65 ~ 69技",69技,1452
"辑备","咯磊","70 ~ 74技",家拌,5548
"辑备","咯磊","70 ~ 74技",70技,1064
"辑备","咯磊","70 ~ 74技",71技,1133
"辑备","咯磊","70 ~ 74技",72技,1190
"辑备","咯磊","70 ~ 74技",73技,1118
"辑备","咯磊","70 ~ 74技",74技,1043
"辑备","咯磊","75 ~ 79技",家拌,4135
"辑备","咯磊","75 ~ 79技",75技,597
"辑备","咯磊","75 ~ 79技",76技,772
"辑备","咯磊","75 ~ 79技",77技,905
"辑备","咯磊","75 ~ 79技",78技,941
"辑备","咯磊","75 ~ 79技",79技,920
"辑备","咯磊","80 ~ 84技",家拌,3071
"辑备","咯磊","80 ~ 84技",80技,729
"辑备","咯磊","80 ~ 84技",81技,658
"辑备","咯磊","80 ~ 84技",82技,643
"辑备","咯磊","80 ~ 84技",83技,546
"辑备","咯磊","80 ~ 84技",84技,495
"辑备","咯磊","85 ~ 89技",家拌,1645
"辑备","咯磊","85 ~ 89技",85技,463
"辑备","咯磊","85 ~ 89技",86技,375
"辑备","咯磊","85 ~ 89技",87技,313
"辑备","咯磊","85 ~ 89技",88技,269
"辑备","咯磊","85 ~ 89技",89技,225
"辑备","咯磊","90 ~ 94技",家拌,591
"辑备","咯磊","90 ~ 94技",90技,181
"辑备","咯磊","90 ~ 94技",91技,138
"辑备","咯磊","90 ~ 94技",92技,112
"辑备","咯磊","90 ~ 94技",93技,94
"辑备","咯磊","90 ~ 94技",94技,66
"辑备","咯磊","95技 捞惑",家拌,141
"巢备","拌","拌",家拌,143543
"巢备","拌","0 ~ 4技",家拌,2652
"巢备","拌","0 ~ 4技",0技,478
"巢备","拌","0 ~ 4技",1技,495
"巢备","拌","0 ~ 4技",2技,525
"巢备","拌","0 ~ 4技",3技,540
"巢备","拌","0 ~ 4技",4技,614
"巢备","拌","5 ~ 9技",家拌,3557
"巢备","拌","5 ~ 9技",5技,698
"巢备","拌","5 ~ 9技",6技,635
"巢备","拌","5 ~ 9技",7技,702
"巢备","拌","5 ~ 9技",8技,744
"巢备","拌","5 ~ 9技",9技,778
"巢备","拌","10 ~ 14技",家拌,3887
"巢备","拌","10 ~ 14技",10技,723
"巢备","拌","10 ~ 14技",11技,687
"巢备","拌","10 ~ 14技",12技,776
"巢备","拌","10 ~ 14技",13技,871
"巢备","拌","10 ~ 14技",14技,830
"巢备","拌","15 ~ 19技",家拌,5069
"巢备","拌","15 ~ 19技",15技,835
"巢备","拌","15 ~ 19技",16技,851
"巢备","拌","15 ~ 19技",17技,1073
"巢备","拌","15 ~ 19技",18技,1061
"巢备","拌","15 ~ 19技",19技,1249
"巢备","拌","20 ~ 24技",家拌,9523
"巢备","拌","20 ~ 24技",20技,1592
"巢备","拌","20 ~ 24技",21技,1757
"巢备","拌","20 ~ 24技",22技,1772
"巢备","拌","20 ~ 24技",23技,2132
"巢备","拌","20 ~ 24技",24技,2270
"巢备","拌","25 ~ 29技",家拌,11271
"巢备","拌","25 ~ 29技",25技,2352
"巢备","拌","25 ~ 29技",26技,2336
"巢备","拌","25 ~ 29技",27技,2302
"巢备","拌","25 ~ 29技",28技,2167
"巢备","拌","25 ~ 29技",29技,2114
"巢备","拌","30 ~ 34技",家拌,8079
"巢备","拌","30 ~ 34技",30技,1804
"巢备","拌","30 ~ 34技",31技,1688
"巢备","拌","30 ~ 34技",32技,1675
"巢备","拌","30 ~ 34技",33技,1439
"巢备","拌","30 ~ 34技",34技,1473
"巢备","拌","35 ~ 39技",家拌,8113
"巢备","拌","35 ~ 39技",35技,1549
"巢备","拌","35 ~ 39技",36技,1467
"巢备","拌","35 ~ 39技",37技,1570
"巢备","拌","35 ~ 39技",38技,1746
"巢备","拌","35 ~ 39技",39技,1781
"巢备","拌","40 ~ 44技",家拌,8907
"巢备","拌","40 ~ 44技",40技,1882
"巢备","拌","40 ~ 44技",41技,1809
"巢备","拌","40 ~ 44技",42技,1703
"巢备","拌","40 ~ 44技",43技,1741
"巢备","拌","40 ~ 44技",44技,1772
"巢备","拌","45 ~ 49技",家拌,10467
"巢备","拌","45 ~ 49技",45技,1747
"巢备","拌","45 ~ 49技",46技,1983
"巢备","拌","45 ~ 49技",47技,2083
"巢备","拌","45 ~ 49技",48技,2356
"巢备","拌","45 ~ 49技",49技,2298
"巢备","拌","50 ~ 54技",家拌,12065
"巢备","拌","50 ~ 54技",50技,2392
"巢备","拌","50 ~ 54技",51技,2478
"巢备","拌","50 ~ 54技",52技,2439
"巢备","拌","50 ~ 54技",53技,2427
"巢备","拌","50 ~ 54技",54技,2329
"巢备","拌","55 ~ 59技",家拌,12127
"巢备","拌","55 ~ 59技",55技,2319
"巢备","拌","55 ~ 59技",56技,2331
"巢备","拌","55 ~ 59技",57技,2271
"巢备","拌","55 ~ 59技",58技,2597
"巢备","拌","55 ~ 59技",59技,2609
"巢备","拌","60 ~ 64技",家拌,13261
"巢备","拌","60 ~ 64技",60技,2862
"巢备","拌","60 ~ 64技",61技,2854
"巢备","拌","60 ~ 64技",62技,2615
"巢备","拌","60 ~ 64技",63技,2509
"巢备","拌","60 ~ 64技",64技,2421
"巢备","拌","65 ~ 69技",家拌,11043
"巢备","拌","65 ~ 69技",65技,2442
"巢备","拌","65 ~ 69技",66技,2469
"巢备","拌","65 ~ 69技",67技,1977
"巢备","拌","65 ~ 69技",68技,2108
"巢备","拌","65 ~ 69技",69技,2047
"巢备","拌","70 ~ 74技",家拌,8612
"巢备","拌","70 ~ 74技",70技,1616
"巢备","拌","70 ~ 74技",71技,1767
"巢备","拌","70 ~ 74技",72技,1847
"巢备","拌","70 ~ 74技",73技,1692
"巢备","拌","70 ~ 74技",74技,1690
"巢备","拌","75 ~ 79技",家拌,6409
"巢备","拌","75 ~ 79技",75技,1012
"巢备","拌","75 ~ 79技",76技,1194
"巢备","拌","75 ~ 79技",77技,1331
"巢备","拌","75 ~ 79技",78技,1490
"巢备","拌","75 ~ 79技",79技,1382
"巢备","拌","80 ~ 84技",家拌,4929
"巢备","拌","80 ~ 84技",80技,1205
"巢备","拌","80 ~ 84技",81技,1072
"巢备","拌","80 ~ 84技",82技,1030
"巢备","拌","80 ~ 84技",83技,849
"巢备","拌","80 ~ 84技",84技,773
"巢备","拌","85 ~ 89技",家拌,2611
"巢备","拌","85 ~ 89技",85技,731
"巢备","拌","85 ~ 89技",86技,623
"巢备","拌","85 ~ 89技",87技,504
"巢备","拌","85 ~ 89技",88技,407
"巢备","拌","85 ~ 89技",89技,346
"巢备","拌","90 ~ 94技",家拌,796
"巢备","拌","90 ~ 94技",90技,257
"巢备","拌","90 ~ 94技",91技,169
"巢备","拌","90 ~ 94技",92技,175
"巢备","拌","90 ~ 94技",93技,113
"巢备","拌","90 ~ 94技",94技,82
"巢备","拌","95技 捞惑",家拌,165
"巢备","巢磊","拌",家拌,68486
"巢备","巢磊","0 ~ 4技",家拌,1344
"巢备","巢磊","0 ~ 4技",0技,245
"巢备","巢磊","0 ~ 4技",1技,251
"巢备","巢磊","0 ~ 4技",2技,260
"巢备","巢磊","0 ~ 4技",3技,275
"巢备","巢磊","0 ~ 4技",4技,313
"巢备","巢磊","5 ~ 9技",家拌,1811
"巢备","巢磊","5 ~ 9技",5技,361
"巢备","巢磊","5 ~ 9技",6技,326
"巢备","巢磊","5 ~ 9技",7技,351
"巢备","巢磊","5 ~ 9技",8技,368
"巢备","巢磊","5 ~ 9技",9技,405
"巢备","巢磊","10 ~ 14技",家拌,2035
"巢备","巢磊","10 ~ 14技",10技,384
"巢备","巢磊","10 ~ 14技",11技,353
"巢备","巢磊","10 ~ 14技",12技,403
"巢备","巢磊","10 ~ 14技",13技,454
"巢备","巢磊","10 ~ 14技",14技,441
"巢备","巢磊","15 ~ 19技",家拌,2652
"巢备","巢磊","15 ~ 19技",15技,451
"巢备","巢磊","15 ~ 19技",16技,457
"巢备","巢磊","15 ~ 19技",17技,531
"巢备","巢磊","15 ~ 19技",18技,571
"巢备","巢磊","15 ~ 19技",19技,642
"巢备","巢磊","20 ~ 24技",家拌,4438
"巢备","巢磊","20 ~ 24技",20技,739
"巢备","巢磊","20 ~ 24技",21技,789
"巢备","巢磊","20 ~ 24技",22技,806
"巢备","巢磊","20 ~ 24技",23技,1013
"巢备","巢磊","20 ~ 24技",24技,1091
"巢备","巢磊","25 ~ 29技",家拌,5811
"巢备","巢磊","25 ~ 29技",25技,1173
"巢备","巢磊","25 ~ 29技",26技,1186
"巢备","巢磊","25 ~ 29技",27技,1205
"巢备","巢磊","25 ~ 29技",28技,1135
"巢备","巢磊","25 ~ 29技",29技,1112
"巢备","巢磊","30 ~ 34技",家拌,4330
"巢备","巢磊","30 ~ 34技",30技,952
"巢备","巢磊","30 ~ 34技",31技,880
"巢备","巢磊","30 ~ 34技",32技,922
"巢备","巢磊","30 ~ 34技",33技,774
"巢备","巢磊","30 ~ 34技",34技,802
"巢备","巢磊","35 ~ 39技",家拌,4151
"巢备","巢磊","35 ~ 39技",35技,817
"巢备","巢磊","35 ~ 39技",36技,761
"巢备","巢磊","35 ~ 39技",37技,807
"巢备","巢磊","35 ~ 39技",38技,882
"巢备","巢磊","35 ~ 39技",39技,884
"巢备","巢磊","40 ~ 44技",家拌,4528
"巢备","巢磊","40 ~ 44技",40技,951
"巢备","巢磊","40 ~ 44技",41技,926
"巢备","巢磊","40 ~ 44技",42技,840
"巢备","巢磊","40 ~ 44技",43技,900
"巢备","巢磊","40 ~ 44技",44技,911
"巢备","巢磊","45 ~ 49技",家拌,5258
"巢备","巢磊","45 ~ 49技",45技,866
"巢备","巢磊","45 ~ 49技",46技,981
"巢备","巢磊","45 ~ 49技",47技,1076
"巢备","巢磊","45 ~ 49技",48技,1170
"巢备","巢磊","45 ~ 49技",49技,1165
"巢备","巢磊","50 ~ 54技",家拌,5923
"巢备","巢磊","50 ~ 54技",50技,1194
"巢备","巢磊","50 ~ 54技",51技,1195
"巢备","巢磊","50 ~ 54技",52技,1219
"巢备","巢磊","50 ~ 54技",53技,1209
"巢备","巢磊","50 ~ 54技",54技,1106
"巢备","巢磊","55 ~ 59技",家拌,5819
"巢备","巢磊","55 ~ 59技",55技,1135
"巢备","巢磊","55 ~ 59技",56技,1077
"巢备","巢磊","55 ~ 59技",57技,1064
"巢备","巢磊","55 ~ 59技",58技,1255
"巢备","巢磊","55 ~ 59技",59技,1288
"巢备","巢磊","60 ~ 64技",家拌,6180
"巢备","巢磊","60 ~ 64技",60技,1311
"巢备","巢磊","60 ~ 64技",61技,1346
"巢备","巢磊","60 ~ 64技",62技,1189
"巢备","巢磊","60 ~ 64技",63技,1218
"巢备","巢磊","60 ~ 64技",64技,1116
"巢备","巢磊","65 ~ 69技",家拌,4987
"巢备","巢磊","65 ~ 69技",65技,1119
"巢备","巢磊","65 ~ 69技",66技,1146
"巢备","巢磊","65 ~ 69技",67技,889
"巢备","巢磊","65 ~ 69技",68技,918
"巢备","巢磊","65 ~ 69技",69技,915
"巢备","巢磊","70 ~ 74技",家拌,3763
"巢备","巢磊","70 ~ 74技",70技,697
"巢备","巢磊","70 ~ 74技",71技,840
"巢备","巢磊","70 ~ 74技",72技,800
"巢备","巢磊","70 ~ 74技",73技,721
"巢备","巢磊","70 ~ 74技",74技,705
"巢备","巢磊","75 ~ 79技",家拌,2665
"巢备","巢磊","75 ~ 79技",75技,435
"巢备","巢磊","75 ~ 79技",76技,472
"巢备","巢磊","75 ~ 79技",77技,550
"巢备","巢磊","75 ~ 79技",78技,606
"巢备","巢磊","75 ~ 79技",79技,602
"巢备","巢磊","80 ~ 84技",家拌,1792
"巢备","巢磊","80 ~ 84技",80技,438
"巢备","巢磊","80 ~ 84技",81技,399
"巢备","巢磊","80 ~ 84技",82技,396
"巢备","巢磊","80 ~ 84技",83技,284
"巢备","巢磊","80 ~ 84技",84技,275
"巢备","巢磊","85 ~ 89技",家拌,804
"巢备","巢磊","85 ~ 89技",85技,238
"巢备","巢磊","85 ~ 89技",86技,206
"巢备","巢磊","85 ~ 89技",87技,146
"巢备","巢磊","85 ~ 89技",88技,124
"巢备","巢磊","85 ~ 89技",89技,90
"巢备","巢磊","90 ~ 94技",家拌,172
"巢备","巢磊","90 ~ 94技",90技,59
"巢备","巢磊","90 ~ 94技",91技,33
"巢备","巢磊","90 ~ 94技",92技,41
"巢备","巢磊","90 ~ 94技",93技,23
"巢备","巢磊","90 ~ 94技",94技,16
"巢备","巢磊","95技 捞惑",家拌,23
"巢备","咯磊","拌",家拌,75057
"巢备","咯磊","0 ~ 4技",家拌,1308
"巢备","咯磊","0 ~ 4技",0技,233
"巢备","咯磊","0 ~ 4技",1技,244
"巢备","咯磊","0 ~ 4技",2技,265
"巢备","咯磊","0 ~ 4技",3技,265
"巢备","咯磊","0 ~ 4技",4技,301
"巢备","咯磊","5 ~ 9技",家拌,1746
"巢备","咯磊","5 ~ 9技",5技,337
"巢备","咯磊","5 ~ 9技",6技,309
"巢备","咯磊","5 ~ 9技",7技,351
"巢备","咯磊","5 ~ 9技",8技,376
"巢备","咯磊","5 ~ 9技",9技,373
"巢备","咯磊","10 ~ 14技",家拌,1852
"巢备","咯磊","10 ~ 14技",10技,339
"巢备","咯磊","10 ~ 14技",11技,334
"巢备","咯磊","10 ~ 14技",12技,373
"巢备","咯磊","10 ~ 14技",13技,417
"巢备","咯磊","10 ~ 14技",14技,389
"巢备","咯磊","15 ~ 19技",家拌,2417
"巢备","咯磊","15 ~ 19技",15技,384
"巢备","咯磊","15 ~ 19技",16技,394
"巢备","咯磊","15 ~ 19技",17技,542
"巢备","咯磊","15 ~ 19技",18技,490
"巢备","咯磊","15 ~ 19技",19技,607
"巢备","咯磊","20 ~ 24技",家拌,5085
"巢备","咯磊","20 ~ 24技",20技,853
"巢备","咯磊","20 ~ 24技",21技,968
"巢备","咯磊","20 ~ 24技",22技,966
"巢备","咯磊","20 ~ 24技",23技,1119
"巢备","咯磊","20 ~ 24技",24技,1179
"巢备","咯磊","25 ~ 29技",家拌,5460
"巢备","咯磊","25 ~ 29技",25技,1179
"巢备","咯磊","25 ~ 29技",26技,1150
"巢备","咯磊","25 ~ 29技",27技,1097
"巢备","咯磊","25 ~ 29技",28技,1032
"巢备","咯磊","25 ~ 29技",29技,1002
"巢备","咯磊","30 ~ 34技",家拌,3749
"巢备","咯磊","30 ~ 34技",30技,852
"巢备","咯磊","30 ~ 34技",31技,808
"巢备","咯磊","30 ~ 34技",32技,753
"巢备","咯磊","30 ~ 34技",33技,665
"巢备","咯磊","30 ~ 34技",34技,671
"巢备","咯磊","35 ~ 39技",家拌,3962
"巢备","咯磊","35 ~ 39技",35技,732
"巢备","咯磊","35 ~ 39技",36技,706
"巢备","咯磊","35 ~ 39技",37技,763
"巢备","咯磊","35 ~ 39技",38技,864
"巢备","咯磊","35 ~ 39技",39技,897
"巢备","咯磊","40 ~ 44技",家拌,4379
"巢备","咯磊","40 ~ 44技",40技,931
"巢备","咯磊","40 ~ 44技",41技,883
"巢备","咯磊","40 ~ 44技",42技,863
"巢备","咯磊","40 ~ 44技",43技,841
